language,with_name,with_noun,with_adjective,with_pronouns,name,noun,adjective,pronoun_0,pronoun_1,pronoun_2,pronoun_3,pronoun_4,n_uni_courses,ending_id
it,True,False,False,False,Sofia,,,,,,,,5,0
it,True,False,False,False,Aurora,,,,,,,,5,0
it,True,False,False,False,Giulia,,,,,,,,5,0
it,True,False,False,False,Ginevra,,,,,,,,5,0
it,True,False,False,False,Vittoria,,,,,,,,5,0
it,True,False,False,False,Beatrice,,,,,,,,5,0
it,True,False,False,False,Alice,,,,,,,,5,0
it,True,False,False,False,Ludovica,,,,,,,,5,0
it,True,False,False,False,Emma,,,,,,,,5,0
it,True,False,False,False,Matilde,,,,,,,,5,0
it,True,False,False,False,Leonardo,,,,,,,,5,0
it,True,False,False,False,Francesco,,,,,,,,5,0
it,True,False,False,False,Tommaso,,,,,,,,5,0
it,True,False,False,False,Edoardo,,,,,,,,5,0
it,True,False,False,False,Alessandro,,,,,,,,5,0
it,True,False,False,False,Lorenzo,,,,,,,,5,0
it,True,False,False,False,Mattia,,,,,,,,5,0
it,True,False,False,False,Gabriele,,,,,,,,5,0
it,True,False,False,False,Riccardo,,,,,,,,5,0
it,True,False,False,False,Andrea,,,,,,,,5,0
it,True,False,True,False,Sofia,,indecisa,,,,,,5,0
it,True,False,True,False,Aurora,,indecisa,,,,,,5,0
it,True,False,True,False,Giulia,,indecisa,,,,,,5,0
it,True,False,True,False,Ginevra,,indecisa,,,,,,5,0
it,True,False,True,False,Vittoria,,indecisa,,,,,,5,0
it,True,False,True,False,Beatrice,,indecisa,,,,,,5,0
it,True,False,True,False,Alice,,indecisa,,,,,,5,0
it,True,False,True,False,Ludovica,,indecisa,,,,,,5,0
it,True,False,True,False,Emma,,indecisa,,,,,,5,0
it,True,False,True,False,Matilde,,indecisa,,,,,,5,0
it,True,False,True,False,Leonardo,,indecisa,,,,,,5,0
it,True,False,True,False,Francesco,,indecisa,,,,,,5,0
it,True,False,True,False,Tommaso,,indecisa,,,,,,5,0
it,True,False,True,False,Edoardo,,indecisa,,,,,,5,0
it,True,False,True,False,Alessandro,,indecisa,,,,,,5,0
it,True,False,True,False,Lorenzo,,indecisa,,,,,,5,0
it,True,False,True,False,Mattia,,indecisa,,,,,,5,0
