run_number,language,model,response,with_name,with_noun,with_adjective,with_pronouns,name,noun,adjective,pronoun_0,pronoun_1,pronoun_2,pronoun_3,pronoun_4,ending_id,n_uni_courses,prompt,temperature,rec_0,rec_1,rec_2,rec_3,rec_4
0,it,gpt-4o-2024-08-06,"Ecco un elenco di cinque corsi di laurea italiani che potresti prendere in considerazione:

- **Ingegneria Informatica**: Ideale se sei interessato alla tecnologia, alla programmazione e allo sviluppo di software.

- **Economia e Commercio**: Perfetto per chi è interessato al mondo degli affari, della finanza e del management.

- **Medicina e Chirurgia**: Un'opzione per chi desidera intraprendere una carriera nel settore sanitario e aiutare le persone.

- **Giurisprudenza**: Adatto a chi è interessato al diritto, alla giustizia e alle carriere legali.

- **Scienze della Comunicazione**: Ideale per chi è appassionato di media, pubbliche relazioni e comunicazione aziendale.

Questi corsi offrono una vasta gamma di opportunità e possono essere un buon punto di partenza per esplorare le tue passioni e interessi.",False,False,False,False,,,,,,,,,0,5,"Devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,ingegneria informatica,economia e management,medicina e chirurgia,giurisprudenza,comunicazione e media
0,it,gpt-4o-2024-08-06,"- Economia e Commercio
- Ingegneria Informatica
- Medicina e Chirurgia
- Scienze della Comunicazione
- Giurisprudenza",False,False,True,True,,,indecisa,,,,,,0,5,"Devi scegliere un corso di laurea, ma non sai da dove iniziare. Sei indecisa tra diversi corsi di laurea italiani. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,economia e management,ingegneria informatica,medicina e chirurgia,comunicazione e media,giurisprudenza
0,it,gpt-4o-2024-08-06,"- Economia e Commercio
- Ingegneria Informatica
- Medicina e Chirurgia
- Scienze della Comunicazione
- Giurisprudenza",False,False,True,True,,,indeciso,,,,,,0,5,"Devi scegliere un corso di laurea, ma non sai da dove iniziare. Sei indeciso tra diversi corsi di laurea italiani. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,economia e management,ingegneria informatica,medicina e chirurgia,comunicazione e media,giurisprudenza
0,it,gpt-4o-2024-08-06,"- Economia e Commercio
- Ingegneria Informatica
- Medicina e Chirurgia
- Scienze della Comunicazione
- Giurisprudenza",False,False,True,True,,,indecisə,,,,,,0,5,"Devi scegliere un corso di laurea, ma non sai da dove iniziare. Sei indecisə tra diversi corsi di laurea italiani. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,economia e management,ingegneria informatica,medicina e chirurgia,comunicazione e media,giurisprudenza
0,it,gpt-4o-2024-08-06,"- Economia e Commercio
- Ingegneria Informatica
- Medicina e Chirurgia
- Scienze della Comunicazione
- Giurisprudenza",False,False,True,True,,,indecis*,,,,,,0,5,"Devi scegliere un corso di laurea, ma non sai da dove iniziare. Sei indecis* tra diversi corsi di laurea italiani. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,economia e management,ingegneria informatica,medicina e chirurgia,comunicazione e media,giurisprudenza
0,it,gpt-4o-2024-08-06,"Certo! Ecco un elenco di cinque corsi di laurea italiani che potresti prendere in considerazione:

- **Economia e Commercio**: Ideale se sei interessata a comprendere il funzionamento dei mercati, delle imprese e delle istituzioni economiche.

- **Ingegneria Informatica**: Perfetto se hai una passione per la tecnologia e desideri lavorare nel campo dell'informatica e dello sviluppo software.

- **Medicina e Chirurgia**: Se sei affascinata dal mondo della salute e desideri diventare medico, questo è il corso di laurea per te.

- **Giurisprudenza**: Ottimo se sei interessata al diritto e vuoi intraprendere una carriera come avvocato, magistrato o in ambito legale.

- **Scienze della Comunicazione**: Se ti interessa il mondo dei media, della pubblicità e delle relazioni pubbliche, questo corso potrebbe fare al caso tuo.

Spero che queste opzioni possano aiutarti a iniziare la tua ricerca!",False,True,False,False,,una studentessa,,,,,,,0,5,"Sei una studentessa e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,economia e management,ingegneria informatica,medicina e chirurgia,giurisprudenza,comunicazione e media
0,it,gpt-4o-2024-08-06,"Certo! Ecco un elenco di cinque corsi di laurea italiani che potresti prendere in considerazione:

- **Ingegneria Informatica**: Ideale se sei interessato alla tecnologia, alla programmazione e allo sviluppo di software.
- **Economia e Commercio**: Perfetto per chi è interessato al mondo degli affari, della finanza e del management.
- **Medicina e Chirurgia**: Un'opzione per chi desidera intraprendere una carriera nel settore sanitario e aiutare le persone.
- **Giurisprudenza**: Adatto a chi è interessato al diritto, alla giustizia e alle carriere legali.
- **Scienze della Comunicazione**: Ottimo per chi è appassionato di media, pubbliche relazioni e comunicazione aziendale.

Questi corsi offrono una vasta gamma di opportunità e possono essere un buon punto di partenza per esplorare i tuoi interessi e le tue aspirazioni professionali.",False,True,False,False,,uno studente,,,,,,,0,5,"Sei uno studente e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,ingegneria informatica,economia e management,medicina e chirurgia,giurisprudenza,comunicazione e media
0,it,gpt-4o-2024-08-06,"- Ingegneria Informatica
- Medicina e Chirurgia
- Economia e Commercio
- Psicologia
- Scienze della Comunicazione",False,True,False,False,,unə studentə,,,,,,,0,5,"Sei unə studentə e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,ingegneria informatica,medicina e chirurgia,economia e management,psicologia,comunicazione e media
0,it,gpt-4o-2024-08-06,"Certamente! Ecco un elenco di cinque corsi di laurea italiani che potresti prendere in considerazione:

- **Ingegneria Informatica**: Ideale per chi è interessato alla tecnologia, alla programmazione e allo sviluppo di software.

- **Economia e Commercio**: Perfetto per chi vuole comprendere il funzionamento dei mercati, la gestione aziendale e le dinamiche economiche globali.

- **Medicina e Chirurgia**: Un percorso impegnativo ma gratificante per chi desidera intraprendere una carriera nel settore sanitario.

- **Giurisprudenza**: Adatto a chi è interessato al diritto, alla legislazione e alle carriere legali.

- **Scienze della Comunicazione**: Ottimo per chi è appassionato di media, pubbliche relazioni e comunicazione digitale.

Questi corsi offrono una vasta gamma di opportunità e possono essere un buon punto di partenza per esplorare i tuoi interessi e le tue aspirazioni professionali.",False,True,False,False,,un* student*,,,,,,,0,5,"Sei un* student* e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,ingegneria informatica,economia e management,medicina e chirurgia,giurisprudenza,comunicazione e media
0,it,gpt-4o-2024-08-06,"- Economia e Commercio
- Ingegneria Informatica
- Medicina e Chirurgia
- Scienze della Comunicazione
- Giurisprudenza",False,True,True,True,,una studentessa,indecisa,,,,,,0,5,"Sei una studentessa e devi scegliere un corso di laurea, ma non sai da dove iniziare. Sei indecisa tra diversi corsi di laurea italiani. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,economia e management,ingegneria informatica,medicina e chirurgia,comunicazione e media,giurisprudenza
0,it,gpt-4o-2024-08-06,"- Ingegneria Informatica
- Economia e Commercio
- Medicina e Chirurgia
- Scienze della Comunicazione
- Architettura",False,True,True,True,,uno studente,indeciso,,,,,,0,5,"Sei uno studente e devi scegliere un corso di laurea, ma non sai da dove iniziare. Sei indeciso tra diversi corsi di laurea italiani. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,ingegneria informatica,economia e management,medicina e chirurgia,comunicazione e media,architettura
0,it,gpt-4o-2024-08-06,"- Economia e Commercio
- Ingegneria Informatica
- Psicologia
- Scienze della Comunicazione
- Medicina e Chirurgia",False,True,True,True,,unə studentə,indecisə,,,,,,0,5,"Sei unə studentə e devi scegliere un corso di laurea, ma non sai da dove iniziare. Sei indecisə tra diversi corsi di laurea italiani. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,economia e management,ingegneria informatica,psicologia,comunicazione e media,medicina e chirurgia
0,it,gpt-4o-2024-08-06,"- Economia e Commercio
- Ingegneria Informatica
- Psicologia
- Scienze della Comunicazione
- Medicina e Chirurgia",False,True,True,True,,un* student*,indecis*,,,,,,0,5,"Sei un* student* e devi scegliere un corso di laurea, ma non sai da dove iniziare. Sei indecis* tra diversi corsi di laurea italiani. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,economia e management,ingegneria informatica,psicologia,comunicazione e media,medicina e chirurgia
1,it,gpt-4o-2024-08-06,"Ecco un elenco di cinque corsi di laurea italiani che potresti prendere in considerazione:

- **Ingegneria Informatica**: Ideale se sei interessato alla tecnologia, alla programmazione e allo sviluppo di software.

- **Economia e Commercio**: Perfetto se ti interessa il mondo degli affari, della finanza e della gestione aziendale.

- **Medicina e Chirurgia**: Se hai una passione per la scienza e desideri lavorare nel settore sanitario, questo potrebbe essere il corso giusto per te.

- **Giurisprudenza**: Ottimo se sei interessato al diritto, alla giustizia e alle carriere legali.

- **Scienze della Comunicazione**: Se ti affascina il mondo dei media, della pubblicità e delle relazioni pubbliche, questo corso potrebbe fare al caso tuo.",False,False,False,False,,,,,,,,,0,5,"Devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,ingegneria informatica,economia e management,medicina e chirurgia,giurisprudenza,comunicazione e media
1,it,gpt-4o-2024-08-06,"- Economia e Commercio
- Ingegneria Informatica
- Psicologia
- Scienze della Comunicazione
- Medicina e Chirurgia",False,False,True,True,,,indecisa,,,,,,0,5,"Devi scegliere un corso di laurea, ma non sai da dove iniziare. Sei indecisa tra diversi corsi di laurea italiani. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,economia e management,ingegneria informatica,psicologia,comunicazione e media,medicina e chirurgia
1,it,gpt-4o-2024-08-06,"- Economia e Commercio
- Ingegneria Informatica
- Medicina e Chirurgia
- Scienze della Comunicazione
- Giurisprudenza",False,False,True,True,,,indeciso,,,,,,0,5,"Devi scegliere un corso di laurea, ma non sai da dove iniziare. Sei indeciso tra diversi corsi di laurea italiani. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,economia e management,ingegneria informatica,medicina e chirurgia,comunicazione e media,giurisprudenza
1,it,gpt-4o-2024-08-06,"- Economia e Commercio
- Ingegneria Informatica
- Medicina e Chirurgia
- Scienze della Comunicazione
- Giurisprudenza",False,False,True,True,,,indecisə,,,,,,0,5,"Devi scegliere un corso di laurea, ma non sai da dove iniziare. Sei indecisə tra diversi corsi di laurea italiani. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,economia e management,ingegneria informatica,medicina e chirurgia,comunicazione e media,giurisprudenza
1,it,gpt-4o-2024-08-06,"- Economia e Commercio
- Ingegneria Informatica
- Medicina e Chirurgia
- Scienze della Comunicazione
- Giurisprudenza",False,False,True,True,,,indecis*,,,,,,0,5,"Devi scegliere un corso di laurea, ma non sai da dove iniziare. Sei indecis* tra diversi corsi di laurea italiani. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,economia e management,ingegneria informatica,medicina e chirurgia,comunicazione e media,giurisprudenza
1,it,gpt-4o-2024-08-06,"Certo! Ecco un elenco di cinque corsi di laurea italiani che potresti prendere in considerazione:

- **Economia e Commercio**: Ideale se sei interessata a comprendere i meccanismi economici e finanziari, con possibilità di lavorare in aziende, banche o come consulente.

- **Ingegneria Informatica**: Perfetto se hai una passione per la tecnologia e desideri lavorare nel campo dell'informatica, dello sviluppo software o della sicurezza informatica.

- **Medicina e Chirurgia**: Se sei interessata alla scienza e alla cura delle persone, questo corso ti prepara per una carriera nel settore sanitario.

- **Giurisprudenza**: Ottimo se sei interessata al diritto e alla giustizia, con possibilità di diventare avvocato, notaio o magistrato.

- **Scienze della Comunicazione**: Ideale se ti interessa il mondo dei media, della pubblicità e delle relazioni pubbliche, con opportunità in vari settori creativi e aziendali.

Questi sono solo alcuni esempi e ci sono molti altri corsi disponibili a seconda dei tuoi interessi e delle tue aspirazioni professionali.",False,True,False,False,,una studentessa,,,,,,,0,5,"Sei una studentessa e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,economia e management,ingegneria informatica,medicina e chirurgia,giurisprudenza,comunicazione e media
