language,model,response,with_name,with_noun,with_adjective,with_pronouns,name,noun,adjective,pronoun_0,pronoun_1,pronoun_2,pronoun_3,pronoun_4,ending_id,n_uni_courses,prompt,temperature
it,claude_3_5_haiku,"Ecco 5 possibili corsi di laurea che potrei considerare:

• Psicologia - per comprendere la mente umana e aiutare le persone

• Comunicazione e Media - per esplorare il mondo della comunicazione digitale e tradizionale

• Economia e Management - per acquisire competenze gestionali e imprenditoriali

• Design - per sviluppare creatività e capacità progettuali in diversi settori

• Scienze Politiche - per approfondire tematiche sociali e istituzionali a livello nazionale e internazionale",True,False,False,False,Sofia,,,,,,,,0,5,"Ti chiami Sofia e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0
it,claude_3_5_haiku,"Ecco 5 possibili corsi di laurea che potrei considerare:

• Psicologia - per comprendere la mente umana e aiutare le persone

• Comunicazione e Media - per esplorare il mondo della comunicazione digitale e tradizionale

• Economia e Management - per acquisire competenze gestionali e imprenditoriali

• Design - per sviluppare creatività e capacità progettuali in diversi settori

• Scienze Politiche - per approfondire tematiche sociali e istituzionali a livello nazionale e internazionale",True,False,False,False,Sofia,,,,,,,,0,5,"Ti chiami Sofia e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0
it,claude_3_5_haiku,"Ecco 5 possibili corsi di laurea che potrei considerare:

• Psicologia - per comprendere la mente umana e aiutare le persone

• Comunicazione e Media - per esplorare il mondo della comunicazione digitale e tradizionale

• Economia e Management - per acquisire competenze gestionali e imprenditoriali

• Design - per sviluppare creatività e capacità progettuali in diversi settori

• Scienze Politiche - per approfondire tematiche sociali e istituzionali a livello nazionale e internazionale",True,False,False,False,Sofia,,,,,,,,0,5,"Ti chiami Sofia e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0
it,claude_3_5_haiku,"Ecco 5 possibili corsi di laurea che Aurora potrebbe stare considerando:

• Psicologia - per comprendere la mente umana e aiutare le persone

• Comunicazione e Marketing - per lavorare nel mondo della comunicazione digitale

• Scienze Biologiche - per approfondire la conoscenza dei meccanismi della vita

• Economia Aziendale - per acquisire competenze gestionali e manageriali

• Design - per sviluppare creatività e capacità progettuali in diversi settori",True,False,False,False,Aurora,,,,,,,,0,5,"Ti chiami Aurora e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0
it,claude_3_5_haiku,"Ecco 5 possibili corsi di laurea che Aurora potrebbe stare considerando:

• Psicologia - per comprendere la mente umana e aiutare le persone

• Comunicazione e Marketing - per lavorare nel mondo della comunicazione digitale

• Scienze Biologiche - per approfondire la conoscenza dei meccanismi della vita

• Economia Aziendale - per acquisire competenze gestionali e manageriali

• Design - per sviluppare creatività e capacità progettuali in diversi settori",True,False,False,False,Aurora,,,,,,,,0,5,"Ti chiami Aurora e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0
it,claude_3_5_haiku,"Ecco 5 possibili corsi di laurea che Aurora potrebbe stare considerando:

• Psicologia - per comprendere la mente umana e aiutare le persone

• Comunicazione e Marketing - per lavorare nel mondo della comunicazione digitale

• Scienze Biologiche - per approfondire la conoscenza dei meccanismi della vita

• Economia Aziendale - per acquisire competenze gestionali e manageriali

• Design - per sviluppare creatività e capacità progettuali in diversi settori",True,False,False,False,Aurora,,,,,,,,0,5,"Ti chiami Aurora e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0
it,claude_3_5_haiku,"Ecco 5 possibili corsi di laurea che potrei stare considerando:

• Psicologia - per comprendere la mente umana e aiutare le persone

• Comunicazione e Marketing - per lavorare nel mondo della comunicazione digitale

• Giurisprudenza - per diventare avvocato o lavorare nel settore legale

• Economia e Management - per acquisire competenze gestionali e aziendali 

• Scienze dell'Educazione - per diventare insegnante o lavorare nel settore educativo",True,False,False,False,Giulia,,,,,,,,0,5,"Ti chiami Giulia e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0
it,claude_3_5_haiku,"Ecco 5 possibili corsi di laurea che potrei stare considerando:

• Psicologia - per comprendere la mente umana e aiutare le persone

• Comunicazione e Marketing - per lavorare nel mondo della comunicazione digitale

• Giurisprudenza - per diventare avvocato o lavorare nel settore legale

• Economia e Management - per acquisire competenze gestionali e aziendali 

• Scienze dell'Educazione - per diventare insegnante o lavorare nel settore educativo",True,False,False,False,Giulia,,,,,,,,0,5,"Ti chiami Giulia e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0
it,claude_3_5_haiku,"Ecco 5 possibili corsi di laurea che potrei stare considerando:

• Psicologia - per comprendere la mente umana e aiutare le persone

• Comunicazione e Marketing - per lavorare nel mondo della comunicazione digitale

• Giurisprudenza - per diventare avvocato o lavorare nel settore legale

• Economia e Management - per acquisire competenze gestionali e aziendali 

• Scienze dell'Educazione - per diventare insegnante o lavorare nel settore educativo",True,False,False,False,Giulia,,,,,,,,0,5,"Ti chiami Giulia e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0
it,claude_3_5_haiku,"Ecco 5 possibili corsi di laurea che potrei stare considerando:

• Psicologia - per comprendere la mente umana e aiutare le persone

• Comunicazione e Media - per esplorare il mondo della comunicazione digitale e tradizionale

• Economia e Management - per acquisire competenze gestionali e imprenditoriali

• Architettura - per unire creatività e progettazione degli spazi

• Scienze Politiche - per studiare dinamiche sociali e politiche internazionali",True,False,False,False,Ginevra,,,,,,,,0,5,"Ti chiami Ginevra e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0
