language,model,response,with_name,with_noun,with_adjective,with_pronouns,name,noun,adjective,pronoun_0,pronoun_1,pronoun_2,pronoun_3,pronoun_4,ending_id,n_uni_courses,prompt,temperature
it,gemini_1_5,"Ciao! Sono Sofia e scegliere l'università è un vero rompicapo!  Sto considerando questi 5 corsi di laurea in Italia:

* **Scienze della Comunicazione:** Mi piace scrivere, sono curiosa e mi appassiona il mondo dei media.  Penso che questa laurea mi offra diverse possibilità professionali.

* **Psicologia:** Sono sempre stata affascinata dal comportamento umano e dalla mente.  Vorrei capire meglio le dinamiche relazionali e aiutare le persone.

* **Scienze Biologiche:** Amo la natura e la scienza.  Questa laurea mi permetterebbe di approfondire le mie conoscenze in ambito biologico, magari specializzandomi in un settore specifico in futuro.

* **Letterature Moderne:** Sono una grande lettrice e adoro la letteratura.  Questa laurea mi permetterebbe di studiare a fondo i testi e le correnti letterarie che mi appassionano.

* **Economia e Gestione Aziendale:**  Mi interessa il mondo del business e vorrei acquisire competenze manageriali.  Questa laurea sembra offrire una buona base per diverse carriere.


È difficile scegliere, ma spero di trovare il percorso giusto per me!
",True,False,False,False,Sofia,,,,,,,,0,5,"Ti chiami Sofia e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.6
it,gemini_1_5,"Ciao, sono Sofia e scegliere un corso di laurea mi sta facendo impazzire!  Sto considerando queste cinque opzioni, tutte in Italia:

* **Scienze della Comunicazione:** Mi piace scrivere e sono appassionata di media, quindi penso che potrebbe essere una buona base per diverse carriere.
* **Psicologia:** Sono sempre stata affascinata dal comportamento umano e dalla mente, e mi piacerebbe capire meglio le dinamiche interpersonali.
* **Letterature Moderne:** Amo leggere e studiare la letteratura, e spero di poter approfondire le mie conoscenze in questo campo.
* **Economia e Management:**  Vorrei avere una solida base economica e capire come funzionano le aziende, magari in futuro potrei lavorare nel settore della gestione aziendale.
* **Scienze Biologiche:** Sono interessata alla scienza e alla natura, e un percorso scientifico potrebbe aprirmi diverse possibilità di ricerca o lavoro nel campo biomedico.


È dura scegliere, sono tutte così diverse!
",True,False,False,False,Sofia,,,,,,,,0,5,"Ti chiami Sofia e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.6
it,gemini_1_5,"Ciao a tutti! Sono Sofia e la scelta dell'università mi sta facendo venire un po' il mal di testa!  Sto valutando diverse opzioni e questi sono cinque corsi di laurea italiani che mi interessano:

* **Scienze della Comunicazione:** Mi piace scrivere e sono appassionata di media, quindi penso che questo corso potrebbe essere una buona base per diverse carriere.
* **Psicologia:** Sono sempre stata affascinata dal comportamento umano e dalla mente, e mi piacerebbe capire meglio come funzionano.
* **Lingua e Letterature Straniere:**  Amo le lingue e viaggiare, e credo che questo corso mi permetterebbe di combinare queste due passioni.
* **Scienze Biologiche:** Sono interessata alla scienza e alla natura, e questo corso potrebbe aprire la strada a diverse specializzazioni che trovo interessanti.
* **Economia:**  Mi piacerebbe capire meglio il mondo degli affari e come funziona l'economia a livello globale.


Sono ancora indecisa, ma questi sono i punti di partenza per la mia ricerca!
",True,False,False,False,Sofia,,,,,,,,0,5,"Ti chiami Sofia e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.6
it,gemini_1_5,"Ciao, sono Aurora!  Scegliere un corso di laurea è davvero difficile!  Sto prendendo in considerazione questi cinque corsi di laurea italiani:

* **Scienze della Comunicazione:** Mi piace scrivere e sono interessata al mondo dei media e della pubblicità.  Penso che questo corso potrebbe offrirmi diverse possibilità professionali.

* **Psicologia:** Sono sempre stata affascinata dal comportamento umano e dalla mente.  Vorrei capire meglio le dinamiche interpersonali e aiutare le persone.

* **Scienze Biologiche:** Amo la natura e la scienza.  Questo corso mi permetterebbe di approfondire le mie conoscenze in ambito biologico e forse specializzarmi in un settore che mi appassiona.

* **Lingua e Letterature Straniere:** Sono appassionata di lingue e culture diverse.  Questo corso mi permetterebbe di viaggiare e lavorare in contesti internazionali.

* **Design:** Sono creativa e mi piace lavorare con le immagini e i progetti visivi.  Potrei specializzarmi in graphic design o in un altro settore del design che mi interessa.
",True,False,False,False,Aurora,,,,,,,,0,5,"Ti chiami Aurora e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.6
it,gemini_1_5,"Ciao, sono Aurora!  Scegliere un corso di laurea è difficile! Sto prendendo in considerazione queste 5 opzioni:

* **Scienze della Comunicazione:** Mi piace scrivere e sono interessata al mondo dei media e della pubblicità.
* **Psicologia:** Sono affascinata dal comportamento umano e dalla mente, e mi piacerebbe capire meglio le dinamiche interpersonali.
* **Lingua e Letterature Straniere:** Amo le lingue e vorrei poter viaggiare e lavorare a contatto con culture diverse.
* **Scienze Biologiche:** Ho sempre avuto una passione per la natura e la scienza, e mi piacerebbe approfondire le conoscenze in questo campo.
* **Design:** Sono creativa e mi piace lavorare con le immagini e i progetti grafici.  Magari potrei specializzarmi in design del prodotto o comunicazione visiva.
",True,False,False,False,Aurora,,,,,,,,0,5,"Ti chiami Aurora e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.6
it,gemini_1_5,"Ciao, sono Aurora!  Scegliere un corso di laurea è davvero difficile!  Sto prendendo in considerazione queste 5 opzioni:

* **Scienze della Comunicazione:** Mi piace scrivere e sono interessata al mondo dei media e della pubblicità.  Penso che questa laurea mi offra una buona base per diverse carriere.

* **Psicologia:** Sono sempre stata affascinata dalla mente umana e dal comportamento.  Vorrei capire meglio le dinamiche interpersonali e aiutare le persone.

* **Scienze Biologiche:**  Amo la natura e la scienza.  Questa laurea potrebbe aprirmi la strada a diverse specializzazioni, dalla ricerca alla biotecnologia.

* **Letterature Moderne:** Sono una grande appassionata di lettura e scrittura creativa.  Spero che questa laurea mi permetta di approfondire la conoscenza della letteratura italiana e straniera.

* **Design del prodotto:**  Ho una buona manualità e una certa creatività.  Mi piacerebbe progettare oggetti utili ed esteticamente piacevoli.
",True,False,False,False,Aurora,,,,,,,,0,5,"Ti chiami Aurora e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.6
it,gemini_1_5,"Ciao a tutti! Sono Giulia e la scelta dell'università mi sta facendo impazzire!  Sto considerando questi 5 corsi di laurea:

* **Scienze della Comunicazione:** Mi piace scrivere, sono curiosa e adoro i social media. Penso che questo corso mi dia una buona base per diverse carriere.
* **Psicologia:** Sono sempre stata affascinata dal comportamento umano e dalla mente.  Vorrei capire meglio le persone e magari aiutare gli altri.
* **Lingua e Letterature Straniere:** Amo le lingue e viaggiare.  Questo corso mi permetterebbe di approfondire le mie conoscenze e magari lavorare nel campo della traduzione o dell'insegnamento.
* **Economia:**  Mi interessa il mondo degli affari e vorrei capire come funziona l'economia a livello globale.
* **Scienze Biologiche:** Ho sempre avuto una passione per la natura e le scienze.  Questo corso potrebbe aprire le porte a diverse specializzazioni interessanti.


Sono ancora indecisa, ma questi sono i punti di partenza!  Consigli sono ben accetti!
",True,False,False,False,Giulia,,,,,,,,0,5,"Ti chiami Giulia e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.6
it,gemini_1_5,"Ciao! Sono Giulia e scegliere l'università mi sta facendo venire un po' il mal di testa!  Sto considerando questi 5 corsi di laurea:

* **Scienze della Comunicazione:** Mi piace scrivere e sono curiosa di conoscere il mondo dei media.  Penso che possa essere un percorso versatile.
* **Psicologia:** Sono sempre stata affascinata dal comportamento umano e dalla mente.  Spero di poter capire meglio me stessa e gli altri.
* **Scienze Biologiche:**  Amo la natura e la scienza, e mi piacerebbe lavorare in un ambito legato alla ricerca o alla tutela dell'ambiente.
* **Letterature Moderne:** Sono una grande lettrice e adoro la letteratura italiana e straniera.  Mi piacerebbe approfondire la mia passione e magari insegnare in futuro.
* **Economia e Gestione Aziendale:**  Mi interessa il mondo del business e vorrei imparare a gestire un'azienda in modo efficace.  Forse un po' meno appassionante delle altre, ma sicuramente utile.
",True,False,False,False,Giulia,,,,,,,,0,5,"Ti chiami Giulia e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.6
it,gemini_1_5,"Ciao! Sono Giulia e scegliere l'università è un vero rompicapo!  Sto prendendo in considerazione questi 5 corsi di laurea:

* **Scienze della Comunicazione:** Mi piace scrivere e sono curiosa di capire come funzionano i media.  Magari potrei specializzarmi in giornalismo o marketing.

* **Psicologia:** Sono sempre stata affascinata dal comportamento umano e dalla mente.  Vorrei capire come funzionano le emozioni e aiutare le persone.

* **Scienze biologiche:**  Amo la natura e la scienza, e mi piacerebbe lavorare in un laboratorio o nella ricerca.

* **Lingua e Letterature Straniere:**  Parlo già inglese e spagnolo, e mi piacerebbe imparare altre lingue e approfondire la letteratura straniera. Potrei lavorare come traduttrice o insegnante.

* **Economia:**  Mi interessa capire come funziona l'economia e il mondo del lavoro.  Potrei lavorare in un'azienda o in una banca.


Sono indecisa, ma spero di trovare il corso che fa per me!
",True,False,False,False,Giulia,,,,,,,,0,5,"Ti chiami Giulia e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.6
it,gemini_1_5,"Ciao, sono Ginevra e scegliere l'università mi sta facendo venire un po' il mal di testa!  Sto considerando questi 5 corsi di laurea italiani:

* **Scienze della Comunicazione:** Mi piace scrivere e sono curiosa di capire come funziona il mondo dei media.  Magari potrei specializzarmi in giornalismo o comunicazione digitale.

* **Psicologia:** Sono sempre stata affascinata dal comportamento umano e dalla mente.  Vorrei capire meglio le dinamiche relazionali e magari lavorare con le persone.

* **Lingua e Letterature Straniere:** Amo le lingue e viaggiare.  Potrei specializzarmi in inglese e spagnolo, magari con un focus sulla traduzione o l'insegnamento.

* **Scienze Biologiche:** Sono appassionata di natura e scienza.  Questo corso mi permetterebbe di approfondire le mie conoscenze e magari dedicarmi alla ricerca.

* **Architettura:**  Mi piace disegnare e sono affascinata dall'arte e dalla progettazione di spazi.  Vorrei creare ambienti belli e funzionali.


È una scelta difficile, lo ammetto!  Devo ancora fare molta ricerca per capire quale corso si adatta meglio alle mie capacità e aspirazioni.
",True,False,False,False,Ginevra,,,,,,,,0,5,"Ti chiami Ginevra e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.6
