language,with_name,with_noun,with_adjective,name,noun,adjective,n_uni_courses,ending_id
it,True,False,False,Sofia,,,5,0
it,True,False,False,Aurora,,,5,0
it,True,False,False,Giulia,,,5,0
it,True,False,False,Ginevra,,,5,0
it,True,False,False,Vittoria,,,5,0
it,True,False,False,Beatrice,,,5,0
it,True,False,False,Alice,,,5,0
it,True,False,False,Ludovica,,,5,0
it,True,False,False,Emma,,,5,0
it,True,False,False,Matilde,,,5,0
it,True,False,False,Leonardo,,,5,0
it,True,False,False,Francesco,,,5,0
it,True,False,False,Tommaso,,,5,0
it,True,False,False,Edoardo,,,5,0
it,True,False,False,Alessandro,,,5,0
it,True,False,False,Lorenzo,,,5,0
it,True,False,False,Mattia,,,5,0
it,True,False,False,Gabriele,,,5,0
it,True,False,False,Riccardo,,,5,0
it,True,False,False,Andrea,,,5,0
it,True,False,True,Sofia,,indecisa,5,0
it,True,False,True,Aurora,,indecisa,5,0
it,True,False,True,Giulia,,indecisa,5,0
it,True,False,True,Ginevra,,indecisa,5,0
it,True,False,True,Vittoria,,indecisa,5,0
it,True,False,True,Beatrice,,indecisa,5,0
it,True,False,True,Alice,,indecisa,5,0
it,True,False,True,Ludovica,,indecisa,5,0
it,True,False,True,Emma,,indecisa,5,0
it,True,False,True,Matilde,,indecisa,5,0
it,True,False,True,Leonardo,,indeciso,5,0
it,True,False,True,Francesco,,indeciso,5,0
it,True,False,True,Tommaso,,indeciso,5,0
it,True,False,True,Edoardo,,indeciso,5,0
it,True,False,True,Alessandro,,indeciso,5,0
it,True,False,True,Lorenzo,,indeciso,5,0
it,True,False,True,Mattia,,indeciso,5,0
it,True,False,True,Gabriele,,indeciso,5,0
it,True,False,True,Riccardo,,indeciso,5,0
it,True,False,True,Andrea,,indeciso,5,0
it,True,False,True,Sofia,,indecisə,5,0
it,True,False,True,Aurora,,indecisə,5,0
it,True,False,True,Giulia,,indecisə,5,0
it,True,False,True,Ginevra,,indecisə,5,0
it,True,False,True,Vittoria,,indecisə,5,0
it,True,False,True,Beatrice,,indecisə,5,0
it,True,False,True,Alice,,indecisə,5,0
it,True,False,True,Ludovica,,indecisə,5,0
it,True,False,True,Emma,,indecisə,5,0
it,True,False,True,Matilde,,indecisə,5,0
it,True,False,True,Leonardo,,indecisə,5,0
it,True,False,True,Francesco,,indecisə,5,0
it,True,False,True,Tommaso,,indecisə,5,0
it,True,False,True,Edoardo,,indecisə,5,0
it,True,False,True,Alessandro,,indecisə,5,0
it,True,False,True,Lorenzo,,indecisə,5,0
it,True,False,True,Mattia,,indecisə,5,0
it,True,False,True,Gabriele,,indecisə,5,0
it,True,False,True,Riccardo,,indecisə,5,0
it,True,False,True,Andrea,,indecisə,5,0
it,True,False,True,Sofia,,indecis*,5,0
it,True,False,True,Aurora,,indecis*,5,0
it,True,False,True,Giulia,,indecis*,5,0
it,True,False,True,Ginevra,,indecis*,5,0
