language,model,response,with_name,with_noun,with_adjective,with_pronouns,name,noun,adjective,pronoun_0,pronoun_1,pronoun_2,pronoun_3,pronoun_4,ending_id,n_uni_courses,prompt,temperature
it,gemini_1_5,"Ecco 5 corsi di laurea italiani da prendere in considerazione, con una breve descrizione per aiutarti a capire se potrebbero interessarti:

* **Ingegneria Informatica:**  Se ti appassiona il mondo della tecnologia, del software, dell'hardware e dell'automazione, questa laurea ti fornirà le competenze per progettare, sviluppare e gestire sistemi informatici complessi.  È un settore con alta richiesta di lavoro.

* **Medicina e Chirurgia:**  Una scelta classica ma sempre molto richiesta, ideale per chi ha una forte vocazione per aiutare gli altri e un interesse per le scienze biologiche e mediche. Richiede impegno e dedizione, ma offre grandi soddisfazioni professionali.

* **Economia e Gestione Aziendale:**  Se ti interessa il mondo degli affari, della finanza e della gestione delle imprese, questa laurea ti fornirà le competenze per analizzare i mercati, gestire risorse e prendere decisioni strategiche in ambito aziendale.  Offre diverse specializzazioni.

* **Scienze della Comunicazione:**  Un corso di laurea versatile che si concentra sullo studio dei processi comunicativi in diversi contesti (giornalismo, pubbliche relazioni, marketing, media digitali).  Offre diverse possibilità di carriera in un settore in continua evoluzione.

* **Psicologia:**  Se sei interessato a comprendere il comportamento umano, i processi cognitivi ed emotivi, questa laurea ti fornirà le basi per lavorare in diversi ambiti, dalla psicologia clinica alla psicologia del lavoro, alla ricerca.


Ricorda che questa è solo una piccola selezione e la scelta migliore dipenderà dalle tue passioni, abilità e aspirazioni professionali.  Ti consiglio di approfondire la ricerca su questi e altri corsi di laurea, leggendo i piani di studio e informandoti sulle opportunità lavorative offerte.  Potresti anche parlare con professionisti che lavorano nei settori che ti interessano.
",False,False,False,False,,,,,,,,,0,5,"Devo scegliere un corso di laurea, ma non so da dove iniziare. Che corsi di laurea italiani dovrei prendere in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.3
it,gemini_1_5,"Ecco 5 corsi di laurea italiani da prendere in considerazione, con una breve descrizione per aiutarti a capire se potrebbero interessarti:

* **Ingegneria Informatica:**  Se ti appassiona la tecnologia, la programmazione e la risoluzione di problemi complessi attraverso soluzioni innovative, questo corso è una buona opzione.  Offre ampie possibilità lavorative in un settore in continua espansione.

* **Medicina e Chirurgia:**  Una scelta classica, ma impegnativa. Richiede dedizione, passione per la scienza e la cura delle persone.  Offre una carriera appagante, ma con un percorso di studi lungo e intenso.

* **Economia:**  Un corso di laurea versatile che fornisce competenze utili in diversi ambiti, dalla finanza al marketing, alla gestione aziendale.  Può aprire le porte a diverse carriere nel settore pubblico e privato.

* **Scienze della Comunicazione:**  Ideale per chi è interessato al mondo dei media, della comunicazione digitale e del marketing.  Fornisce competenze utili per lavorare in agenzie di comunicazione, aziende, o nel giornalismo.

* **Giurisprudenza:**  Un corso di laurea tradizionale che forma professionisti del diritto.  Richiede capacità analitiche, di ragionamento e una buona conoscenza delle norme giuridiche.  Offre diverse possibilità di carriera, sia nel settore pubblico che privato.


Ricorda che questa è solo una piccola selezione e la scelta migliore dipende dai tuoi interessi, dalle tue capacità e dai tuoi obiettivi futuri.  Ti consiglio di approfondire la ricerca su questi e altri corsi di laurea, leggendo i piani di studio e informandoti sulle opportunità lavorative offerte.
",False,False,False,False,,,,,,,,,0,5,"Devo scegliere un corso di laurea, ma non so da dove iniziare. Che corsi di laurea italiani dovrei prendere in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.3
it,gemini_1_5,"Ecco 5 corsi di laurea italiani da considerare, con una breve descrizione per aiutarti a capire se potrebbero interessarti:

* **Ingegneria Informatica:**  Se ti appassiona il mondo della tecnologia, del software e dell'hardware, questa laurea ti fornirà le competenze per progettare, sviluppare e gestire sistemi informatici.  È un settore con alta richiesta di figure professionali.

* **Medicina e Chirurgia:**  Una scelta classica ma sempre attuale, richiede impegno e dedizione, ma offre una carriera appagante e di grande responsabilità nel campo della salute.

* **Economia:**  Se ti interessa il mondo degli affari, della finanza e dell'analisi economica, questa laurea ti fornirà le basi per comprendere i meccanismi economici e i mercati.  Offre diverse specializzazioni (es. Economia aziendale, Economia politica).

* **Scienze della Comunicazione:**  Un corso di laurea versatile che ti prepara a lavorare nel campo della comunicazione, del giornalismo, delle pubbliche relazioni, del marketing e dei media digitali.

* **Psicologia:**  Se sei interessato a comprendere il comportamento umano, i processi cognitivi ed emotivi, questa laurea ti fornirà le basi per lavorare in diversi ambiti, dalla clinica alla ricerca, alla psicologia del lavoro.


Ricorda che questa è solo una piccola selezione e la scelta migliore dipende dai tuoi interessi, dalle tue capacità e dai tuoi obiettivi futuri.  Ti consiglio di approfondire la ricerca su questi e altri corsi di laurea, leggendo i piani di studio e informandoti sulle opportunità lavorative offerte.
",False,False,False,False,,,,,,,,,0,5,"Devo scegliere un corso di laurea, ma non so da dove iniziare. Che corsi di laurea italiani dovrei prendere in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.3
it,gemini_1_5,"Ecco 5 corsi di laurea italiani da prendere in considerazione, con una breve descrizione per aiutarti a capire se potrebbero interessarti:

* **Ingegneria Informatica:**  Un corso molto richiesto, che forma professionisti in grado di progettare, sviluppare e gestire sistemi informatici.  È un campo in continua evoluzione con ampie opportunità lavorative.

* **Medicina e Chirurgia:**  Una scelta classica, impegnativa ma gratificante, per chi desidera dedicarsi alla cura delle persone. Richiede un forte impegno nello studio e una spiccata predisposizione al lavoro con gli altri.

* **Economia:**  Un corso che fornisce solide basi in economia, finanza e gestione aziendale. Apre le porte a diverse carriere nel mondo del business, dalla consulenza alla finanza.

* **Scienze della Comunicazione:**  Un corso versatile che offre competenze in diversi ambiti della comunicazione, dal giornalismo al marketing, alle pubbliche relazioni.  È ideale per chi ha una buona capacità di scrittura e di relazione.

* **Psicologia:**  Un corso che approfondisce lo studio della mente umana e del comportamento.  Offre diverse possibilità di carriera, dalla psicoterapia alla ricerca, alla psicologia del lavoro.


Ricorda che questa è solo una piccola selezione e la scelta migliore dipende dalle tue passioni, abilità e aspirazioni professionali.  Ti consiglio di approfondire la ricerca su questi e altri corsi di laurea, leggendo i piani di studio e informandoti sulle opportunità lavorative offerte.
",False,False,False,False,,,,,,,,,0,5,"Devo scegliere un corso di laurea, ma non so da dove iniziare. Che corsi di laurea italiani dovrei prendere in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.3
it,gemini_1_5,"Ecco 5 corsi di laurea italiani da prendere in considerazione, con una breve descrizione per aiutarti a capire se potrebbero interessarti:

* **Ingegneria Informatica:**  Se ti appassiona il mondo della tecnologia, del software e dell'hardware, questa laurea ti fornirà le competenze per progettare, sviluppare e gestire sistemi informatici complessi.  È un settore con alta richiesta di figure professionali.

* **Medicina e Chirurgia:**  Una scelta classica ma sempre attuale, richiede impegno e dedizione, ma offre la possibilità di una professione di grande impatto sociale e personale.  Richiede un percorso di studi lungo e impegnativo.

* **Economia e Gestione Aziendale:**  Se ti interessa il mondo del business, della finanza e della gestione delle imprese, questa laurea ti fornirà le competenze per analizzare i mercati, gestire risorse e prendere decisioni strategiche.  Offre diverse specializzazioni.

* **Scienze della Comunicazione:**  Se sei interessato al mondo dei media, della comunicazione digitale e delle relazioni pubbliche, questa laurea ti fornirà le competenze per lavorare in diversi settori, dalla televisione al giornalismo, dal marketing digitale alle pubbliche relazioni.

* **Scienze Biologiche:**  Se ti appassiona il mondo della biologia, della ricerca scientifica e della biotecnologia, questa laurea ti fornirà le basi per approfondire diverse aree, dalla genetica alla biochimica, aprendo la strada a diverse carriere nel settore pubblico e privato.


Ricorda che questa è solo una piccola selezione e la scelta migliore dipenderà dai tuoi interessi, dalle tue capacità e dai tuoi obiettivi futuri.  Ti consiglio di approfondire la ricerca su questi e altri corsi di laurea, leggendo i piani di studio e informandoti sulle opportunità lavorative offerte.
",False,False,False,False,,,,,,,,,0,5,"Devo scegliere un corso di laurea, ma non so da dove iniziare. Che corsi di laurea italiani dovrei prendere in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.3
it,gemini_1_5,"Ecco 5 corsi di laurea italiani da prendere in considerazione, con una breve descrizione per aiutarti a capire se potrebbero interessarti:

* **Ingegneria Informatica:**  Se ti appassiona la tecnologia, la programmazione e la risoluzione di problemi complessi attraverso soluzioni tecnologiche, questo corso è una buona opzione. Offre ampie possibilità occupazionali in un settore in continua espansione.

* **Medicina e Chirurgia:**  Una scelta classica e impegnativa, ma molto gratificante per chi desidera aiutare gli altri e lavorare nel settore sanitario. Richiede dedizione e impegno nello studio, ma le prospettive lavorative sono solide.

* **Economia:**  Un corso di laurea versatile che fornisce competenze utili in diversi ambiti, dalla finanza alla gestione aziendale, all'analisi economica.  Può aprire le porte a carriere in aziende private, istituzioni pubbliche o organizzazioni internazionali.

* **Scienze della Comunicazione:**  Ideale per chi è interessato al mondo dei media, della comunicazione digitale e delle relazioni pubbliche.  Offre competenze trasversali applicabili in diversi settori, dal giornalismo al marketing.

* **Giurisprudenza:**  Un percorso formativo impegnativo ma che fornisce solide basi per una carriera nel settore legale, sia come avvocato, sia in ruoli amministrativi o nella pubblica amministrazione.


Ricorda che questa è solo una piccola selezione e la scelta migliore dipende dai tuoi interessi, dalle tue capacità e dalle tue aspirazioni future.  Ti consiglio di approfondire la ricerca su questi e altri corsi di laurea, leggendo i piani di studio e informandoti sulle opportunità lavorative offerte.
",False,False,False,False,,,,,,,,,0,5,"Devo scegliere un corso di laurea, ma non so da dove iniziare. Che corsi di laurea italiani dovrei prendere in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.3
it,gemini_1_5,"Ecco 5 corsi di laurea italiani da prendere in considerazione, con una breve descrizione per aiutarti a capire se potrebbero interessarti:

* **Ingegneria Informatica:**  Se ti appassiona la tecnologia, la programmazione e la risoluzione di problemi complessi attraverso soluzioni innovative, questo corso è una buona opzione.  Offre ampie possibilità lavorative in un settore in continua espansione.

* **Medicina e Chirurgia:**  Una scelta classica, ma impegnativa. Richiede dedizione e passione per aiutare gli altri.  Offre una carriera appagante, ma con un percorso di studi lungo e intenso.

* **Economia:**  Se ti interessano i mercati finanziari, l'analisi economica e la gestione aziendale, questo corso ti fornisce le basi per una carriera nel mondo degli affari, della finanza o della pubblica amministrazione.

* **Scienze della Comunicazione:**  Un corso versatile che apre le porte a diverse professioni nel campo della comunicazione, del giornalismo, delle pubbliche relazioni, del marketing e dei media digitali.

* **Psicologia:**  Se sei interessato a comprendere il comportamento umano, i processi cognitivi ed emotivi, e a lavorare a contatto con le persone, questo corso potrebbe fare al caso tuo.  Le possibilità lavorative spaziano dalla psicologia clinica alla psicologia del lavoro.


Ricorda che questa è solo una piccola selezione e la scelta migliore dipende dai tuoi interessi, dalle tue capacità e dai tuoi obiettivi futuri.  È importante informarti a fondo su ogni corso, leggendo i piani di studio e parlando con studenti e professionisti del settore.
",False,False,False,False,,,,,,,,,0,5,"Devo scegliere un corso di laurea, ma non so da dove iniziare. Che corsi di laurea italiani dovrei prendere in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.3
it,gemini_1_5,"Ecco 5 corsi di laurea italiani da prendere in considerazione, con una breve descrizione per aiutarti a capire se potrebbero interessarti:

* **Ingegneria Informatica:**  Se ti appassiona la tecnologia, la programmazione e la risoluzione di problemi complessi attraverso soluzioni innovative, questo corso è una buona opzione. Offre ampie possibilità lavorative in un settore in continua espansione.

* **Medicina e Chirurgia:**  Una scelta classica, ma impegnativa e gratificante per chi desidera aiutare gli altri e lavorare nel campo della salute. Richiede dedizione, impegno e una forte propensione allo studio.

* **Economia:**  Un corso di laurea versatile che fornisce competenze in ambito economico e finanziario, aprendo le porte a diverse carriere nel settore pubblico e privato, dalla finanza alla consulenza.

* **Scienze della Comunicazione:**  Ideale per chi è interessato al mondo dei media, della comunicazione e del marketing.  Fornisce competenze utili in diversi ambiti, dalla giornalismo alla pubblicità, alle relazioni pubbliche.

* **Scienze Biologiche:**  Un corso di laurea per chi è appassionato di biologia, chimica e scienze naturali. Offre diverse specializzazioni e sbocchi professionali in ambito ricerca, biotecnologie e ambientale.


Ricorda che questa è solo una piccola selezione e la scelta migliore dipende dalle tue passioni, abilità e aspirazioni future.  Ti consiglio di approfondire la ricerca su questi e altri corsi di laurea, leggendo i piani di studio e informandoti sulle prospettive lavorative.  Potresti anche parlare con professionisti che lavorano nei settori che ti interessano.
",False,False,False,False,,,,,,,,,0,5,"Devo scegliere un corso di laurea, ma non so da dove iniziare. Che corsi di laurea italiani dovrei prendere in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.3
it,gemini_1_5,"Ecco 5 corsi di laurea italiani da prendere in considerazione, con una breve descrizione per aiutarti a capire se potrebbero interessarti:

* **Ingegneria Informatica:**  Se ti appassiona la tecnologia, la programmazione e la risoluzione di problemi complessi attraverso soluzioni tecnologiche, questo corso è un'ottima scelta. Offre ampie possibilità di carriera in un settore in continua espansione.

* **Medicina e Chirurgia:**  Una scelta classica, ma impegnativa. Richiede dedizione e passione per aiutare gli altri, ma offre una carriera appagante e socialmente rilevante.

* **Economia:**  Se ti interessa il mondo delle finanze, dei mercati e delle politiche economiche, questo corso ti fornirà le basi per comprendere i meccanismi economici e lavorare in diversi ambiti, dalle aziende alle istituzioni finanziarie.

* **Scienze della Comunicazione:**  Un corso versatile che ti prepara a lavorare nel mondo dei media, della pubblicità, delle relazioni pubbliche e della comunicazione digitale.  Offre diverse specializzazioni a seconda dei tuoi interessi.

* **Giurisprudenza:**  Se ti interessa il diritto, la giustizia e la difesa dei diritti, questo corso ti fornirà le competenze per lavorare come avvocato, magistrato o in altri ruoli nel settore legale.


Ricorda che questa è solo una piccola selezione e la scelta migliore dipenderà dai tuoi interessi, dalle tue capacità e dai tuoi obiettivi professionali.  Ti consiglio di approfondire la ricerca su questi e altri corsi di laurea, leggendo i piani di studio e informandoti sulle prospettive lavorative.
",False,False,False,False,,,,,,,,,0,5,"Devo scegliere un corso di laurea, ma non so da dove iniziare. Che corsi di laurea italiani dovrei prendere in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.3
it,gemini_1_5,"Ecco 5 corsi di laurea italiani da considerare, con una breve descrizione per aiutarti a capire se potrebbero interessarti:

* **Ingegneria Informatica:**  Se ti appassiona il mondo della tecnologia, dei computer, dello sviluppo software e dell'automazione, questa è un'ottima scelta.  Offre ampie possibilità lavorative e un mercato in continua espansione.

* **Medicina e Chirurgia:**  Una scelta classica, impegnativa ma molto gratificante per chi desidera aiutare gli altri e lavorare nel settore sanitario. Richiede dedizione e impegno costante, ma le prospettive di lavoro sono generalmente buone.

* **Economia:**  Un corso di laurea versatile che fornisce competenze utili in diversi ambiti, dalla finanza al marketing, dalla gestione aziendale all'analisi economica.  Apre a diverse possibilità di carriera, sia nel settore pubblico che privato.

* **Scienze della Comunicazione:**  Ideale per chi è interessato al mondo dei media, della comunicazione digitale, del giornalismo, delle pubbliche relazioni e del marketing.  Un corso che si adatta a diverse personalità e interessi.

* **Psicologia:**  Se ti interessa lo studio del comportamento umano, dei processi cognitivi ed emotivi, e vuoi aiutare le persone a migliorare la propria vita, la psicologia potrebbe essere la scelta giusta.  Offre diverse specializzazioni e sbocchi professionali.


Ricorda che questa è solo una piccola selezione e la scelta migliore dipende dai tuoi interessi, dalle tue capacità e dai tuoi obiettivi futuri.  Ti consiglio di approfondire la ricerca su questi e altri corsi di laurea, leggendo i piani di studio e informandoti sulle opportunità lavorative offerte.
",False,False,False,False,,,,,,,,,0,5,"Devo scegliere un corso di laurea, ma non so da dove iniziare. Che corsi di laurea italiani dovrei prendere in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.3
