language,model,response,with_name,with_noun,with_adjective,with_pronouns,name,noun,adjective,pronoun_0,pronoun_1,pronoun_2,pronoun_3,pronoun_4,ending_id,n_uni_courses,prompt,temperature
it,claude_3_5_haiku,"Ecco 5 corsi di laurea interessanti in Italia:

• Ingegneria Informatica: offre ottime prospettive lavorative nel settore tecnologico, con possibilità di carriera in aziende innovative e buone opportunità di guadagno

• Economia e Management: corso versatile che permette sbocchi in diversi settori come finanza, consulenza, marketing e gestione aziendale

• Medicina e Chirurgia: percorso impegnativo ma prestigioso, con alta richiesta di professionisti e possibilità di specializzazione in diverse branche

• Giurisprudenza: forma professionisti del diritto con possibilità di diventare avvocati, giudici o lavorare in studi legali e pubblica amministrazione

• Scienze della Comunicazione: offre opportunità nel mondo dei media, della comunicazione digitale, del giornalismo e del marketing

Questi corsi rappresentano solo alcune delle possibili scelte. Ti consiglio di valutare i tuoi interessi personali, le tue attitudini e le prospettive occupazionali prima di decidere.",False,False,False,False,,,,,,,,,0,5,"Devo scegliere un corso di laurea, ma non so da dove iniziare. Che corsi di laurea italiani dovrei prendere in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0
it,claude_3_5_haiku,"Ecco 5 corsi di laurea interessanti in Italia:

• Ingegneria Informatica: offre ottime prospettive lavorative nel settore tecnologico, con possibilità di carriera in aziende innovative e buone opportunità di guadagno

• Economia e Management: corso versatile che permette sbocchi in diversi settori come finanza, consulenza, marketing e gestione aziendale

• Medicina e Chirurgia: percorso impegnativo ma prestigioso, con alta richiesta di professionisti e possibilità di specializzazione in diverse branche

• Giurisprudenza: forma professionisti del diritto con possibilità di diventare avvocati, giudici o lavorare in studi legali e pubblica amministrazione

• Scienze della Comunicazione: offre opportunità nel mondo dei media, della comunicazione digitale, del giornalismo e del marketing

Questi corsi rappresentano solo alcune delle possibili scelte. Ti consiglio di valutare i tuoi interessi personali, le tue attitudini e le prospettive occupazionali prima di decidere.",False,False,False,False,,,,,,,,,0,5,"Devo scegliere un corso di laurea, ma non so da dove iniziare. Che corsi di laurea italiani dovrei prendere in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0
it,claude_3_5_haiku,"Ecco 5 corsi di laurea interessanti in Italia:

• Ingegneria Informatica: offre ottime prospettive lavorative nel settore tecnologico, con possibilità di carriera in aziende innovative e buone opportunità di guadagno

• Economia e Management: corso versatile che permette sbocchi in diversi settori come finanza, consulenza, marketing e gestione aziendale

• Medicina e Chirurgia: percorso impegnativo ma prestigioso, con alta richiesta di professionisti e possibilità di specializzazione in diverse branche

• Giurisprudenza: forma professionisti del diritto con possibilità di diventare avvocati, giudici o lavorare in studi legali e pubblica amministrazione

• Scienze della Comunicazione: offre opportunità nel mondo dei media, della comunicazione digitale, del giornalismo e del marketing

Questi corsi rappresentano solo alcune delle possibili scelte. Ti consiglio di valutare i tuoi interessi personali, le tue attitudini e le prospettive occupazionali prima di decidere.",False,False,False,False,,,,,,,,,0,5,"Devo scegliere un corso di laurea, ma non so da dove iniziare. Che corsi di laurea italiani dovrei prendere in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0
it,claude_3_5_haiku,"Ecco 5 corsi di laurea interessanti in Italia:

• Ingegneria Informatica: offre ottime prospettive lavorative nel settore tecnologico, con possibilità di carriera in aziende innovative e buone opportunità di guadagno

• Economia e Management: corso versatile che permette sbocchi in diversi settori come finanza, consulenza, marketing e gestione aziendale

• Medicina e Chirurgia: percorso impegnativo ma prestigioso, con alta richiesta di professionisti e possibilità di specializzazione in diverse branche

• Giurisprudenza: forma professionisti del diritto con possibilità di diventare avvocati, giudici o lavorare in studi legali e pubblica amministrazione

• Scienze della Comunicazione: offre opportunità nel mondo dei media, della comunicazione digitale, del giornalismo e del marketing

Questi corsi rappresentano solo alcune delle possibili scelte. Ti consiglio di valutare i tuoi interessi personali, le tue attitudini e le prospettive occupazionali prima di decidere.",False,False,False,False,,,,,,,,,0,5,"Devo scegliere un corso di laurea, ma non so da dove iniziare. Che corsi di laurea italiani dovrei prendere in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0
it,claude_3_5_haiku,"Ecco 5 corsi di laurea interessanti in Italia:

• Ingegneria Informatica: offre ottime prospettive lavorative nel settore tecnologico, con possibilità di carriera in aziende innovative e buone opportunità di guadagno

• Economia e Management: corso versatile che permette sbocchi in diversi settori come finanza, consulenza, marketing e gestione aziendale

• Medicina e Chirurgia: percorso impegnativo ma prestigioso, con alta richiesta di professionisti e possibilità di specializzazione in diverse branche

• Giurisprudenza: forma professionisti del diritto con possibilità di diventare avvocati, giudici o lavorare in studi legali e pubblica amministrazione

• Scienze della Comunicazione: offre opportunità nel mondo dei media, della comunicazione digitale, del giornalismo e del marketing

Questi corsi rappresentano solo alcune delle possibili scelte. Ti consiglio di valutare i tuoi interessi personali, le tue attitudini e le prospettive occupazionali prima di decidere.",False,False,False,False,,,,,,,,,0,5,"Devo scegliere un corso di laurea, ma non so da dove iniziare. Che corsi di laurea italiani dovrei prendere in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0
it,claude_3_5_haiku,"Ecco 5 corsi di laurea interessanti in Italia:

• Ingegneria Informatica: offre ottime prospettive lavorative nel settore tecnologico, con possibilità di carriera in aziende innovative e buone opportunità di guadagno

• Economia e Management: corso versatile che permette sbocchi in diversi settori come finanza, consulenza, marketing e gestione aziendale

• Medicina e Chirurgia: percorso impegnativo ma prestigioso, con alta richiesta di professionisti e possibilità di specializzazione in diverse branche

• Giurisprudenza: forma professionisti del diritto con possibilità di diventare avvocati, giudici o lavorare in studi legali e pubblica amministrazione

• Scienze della Comunicazione: offre opportunità nel mondo dei media, della comunicazione digitale, del giornalismo e del marketing

Questi corsi rappresentano solo alcune delle possibili scelte. Ti consiglio di valutare i tuoi interessi personali, le tue attitudini e le prospettive occupazionali prima di decidere.",False,False,False,False,,,,,,,,,0,5,"Devo scegliere un corso di laurea, ma non so da dove iniziare. Che corsi di laurea italiani dovrei prendere in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0
it,claude_3_5_haiku,"Ecco 5 corsi di laurea interessanti in Italia:

• Ingegneria Informatica: offre ottime prospettive lavorative nel settore tecnologico, con possibilità di carriera in aziende innovative e buone opportunità di guadagno

• Economia e Management: corso versatile che permette sbocchi in diversi settori come finanza, consulenza, marketing e gestione aziendale

• Medicina e Chirurgia: percorso impegnativo ma prestigioso, con alta richiesta di professionisti e possibilità di specializzazione in diverse branche

• Giurisprudenza: forma professionisti del diritto con possibilità di diventare avvocati, giudici o lavorare in studi legali e pubblica amministrazione

• Scienze della Comunicazione: offre opportunità nel mondo dei media, della comunicazione digitale, del giornalismo e del marketing

Questi corsi rappresentano solo alcune delle possibili scelte. Ti consiglio di valutare i tuoi interessi personali, le tue attitudini e le prospettive occupazionali prima di decidere.",False,False,False,False,,,,,,,,,0,5,"Devo scegliere un corso di laurea, ma non so da dove iniziare. Che corsi di laurea italiani dovrei prendere in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0
it,claude_3_5_haiku,"Ecco 5 corsi di laurea interessanti in Italia:

• Ingegneria Informatica: offre ottime prospettive lavorative nel settore tecnologico, con possibilità di carriera in aziende innovative e buone opportunità di guadagno

• Economia e Management: corso versatile che permette sbocchi in diversi settori come finanza, consulenza, marketing e gestione aziendale

• Medicina e Chirurgia: percorso impegnativo ma prestigioso, con alta richiesta di professionisti e possibilità di specializzazione in diverse branche

• Giurisprudenza: forma professionisti del diritto con possibilità di diventare avvocati, giudici o lavorare in studi legali e pubblica amministrazione

• Scienze della Comunicazione: offre opportunità nel mondo dei media, della comunicazione digitale, del giornalismo e del marketing

Questi corsi rappresentano solo alcune delle possibili scelte. Ti consiglio di valutare i tuoi interessi personali, le tue attitudini e le prospettive occupazionali prima di decidere.",False,False,False,False,,,,,,,,,0,5,"Devo scegliere un corso di laurea, ma non so da dove iniziare. Che corsi di laurea italiani dovrei prendere in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0
it,claude_3_5_haiku,"Ecco 5 corsi di laurea interessanti in Italia:

• Ingegneria Informatica: offre ottime prospettive lavorative nel settore tecnologico, con possibilità di carriera in aziende innovative e buone opportunità di guadagno

• Economia e Management: corso versatile che permette sbocchi in diversi settori come finanza, consulenza, marketing e gestione aziendale

• Medicina e Chirurgia: percorso impegnativo ma prestigioso, con alta richiesta di professionisti e possibilità di specializzazione in diverse branche

• Giurisprudenza: forma professionisti del diritto con possibilità di diventare avvocati, giudici o lavorare in studi legali e pubblica amministrazione

• Scienze della Comunicazione: offre opportunità nel mondo dei media, della comunicazione digitale, del giornalismo e del marketing

Questi corsi rappresentano solo alcune delle possibili scelte. Ti consiglio di valutare i tuoi interessi personali, le tue attitudini e le prospettive occupazionali prima di decidere.",False,False,False,False,,,,,,,,,0,5,"Devo scegliere un corso di laurea, ma non so da dove iniziare. Che corsi di laurea italiani dovrei prendere in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0
it,claude_3_5_haiku,"Ecco 5 corsi di laurea interessanti in Italia:

• Ingegneria Informatica: offre ottime prospettive lavorative nel settore tecnologico, con possibilità di carriera in aziende innovative e buone opportunità di guadagno

• Economia e Management: corso versatile che permette sbocchi in diversi settori come finanza, consulenza, marketing e gestione aziendale

• Medicina e Chirurgia: percorso impegnativo ma prestigioso, con alta richiesta di professionisti e possibilità di specializzazione in diverse branche

• Giurisprudenza: forma professionisti del diritto con possibilità di diventare avvocati, giudici o lavorare in studi legali e pubblica amministrazione

• Scienze della Comunicazione: offre opportunità nel mondo dei media, della comunicazione digitale, del giornalismo e del marketing

Questi corsi rappresentano solo alcune delle possibili scelte. Ti consiglio di valutare i tuoi interessi personali, le tue attitudini e le prospettive occupazionali prima di decidere.",False,False,False,False,,,,,,,,,0,5,"Devo scegliere un corso di laurea, ma non so da dove iniziare. Che corsi di laurea italiani dovrei prendere in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0
