run_number,language,model,response,with_name,with_noun,with_adjective,with_pronouns,name,noun,adjective,pronoun_0,pronoun_1,pronoun_2,pronoun_3,pronoun_4,ending_id,n_uni_courses,prompt,temperature,rec_0,rec_1,rec_2,rec_3,rec_4,ssd_rec_0,ssd_rec_1,ssd_rec_2,ssd_rec_3,ssd_rec_4,is_stem_rec_0,is_stem_rec_1,is_stem_rec_2,is_stem_rec_3,is_stem_rec_4
0,it,gpt-4o-mini-2024-07-18,"Ecco un elenco di 5 corsi di laurea italiani che potresti prendere in considerazione:

- **Economia e Commercio**: Focalizzato su economia, finanza e gestione aziendale.
- **Ingegneria Informatica**: Studio delle tecnologie informatiche e dello sviluppo software.
- **Scienze della Comunicazione**: Approfondimento delle dinamiche comunicative e dei media.
- **Psicologia**: Esplorazione del comportamento umano e dei processi mentali.
- **Biotecnologie**: Studio delle applicazioni biologiche e tecnologiche in ambito scientifico e industriale.",False,False,False,False,,,,,,,,,0,5,"Devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,economia e commercio,ingegneria informatica,scienze della comunicazione,psicologia,biotecnologie,13,09,14,11,05,False,True,False,False,True
0,it,gpt-4o-mini-2024-07-18,"Ecco un elenco di cinque corsi di laurea italiani che potresti prendere in considerazione:

- **Scienze della Comunicazione**: per chi è interessato ai media, alla comunicazione e alle relazioni pubbliche.
- **Economia e Commercio**: ideale per chi desidera approfondire tematiche legate all'economia, al marketing e alla gestione aziendale.
- **Ingegneria Informatica**: per gli appassionati di tecnologia e programmazione, con focus su software e sistemi informatici.
- **Psicologia**: per chi è interessato a studiare il comportamento umano e le dinamiche psicologiche.
- **Biotecnologie**: per chi desidera lavorare nel campo della ricerca scientifica applicata alla salute e all'ambiente.",False,False,True,True,,,indecisa,,,,,,0,5,"Devi scegliere un corso di laurea, ma non sai da dove iniziare. Sei indecisa tra diversi corsi di laurea italiani. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,scienze della comunicazione,economia e commercio,ingegneria informatica,psicologia,biotecnologie,14,13,09,11,05,False,False,True,False,True
0,it,gpt-4o-mini-2024-07-18,"Ecco un elenco di cinque corsi di laurea italiani che potresti prendere in considerazione:

- **Economia e Commercio**: Focalizzato su economia, finanza e gestione aziendale.
- **Ingegneria Informatica**: Studio delle tecnologie informatiche e dello sviluppo software.
- **Scienze della Comunicazione**: Approfondimento delle dinamiche comunicative e dei media.
- **Biologia**: Studio degli organismi viventi e delle loro interazioni con l'ambiente.
- **Architettura**: Formazione nel design e nella progettazione di edifici e spazi urbani.",False,False,True,True,,,indeciso,,,,,,0,5,"Devi scegliere un corso di laurea, ma non sai da dove iniziare. Sei indeciso tra diversi corsi di laurea italiani. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,economia e commercio,ingegneria informatica,scienze della comunicazione,biologia,architettura,13,09,14,05,08,False,True,False,True,True
0,it,gpt-4o-mini-2024-07-18,"Ecco un elenco di 5 corsi di laurea italiani che potresti prendere in considerazione:

- **Economia e Commercio**: Focalizzato su economia, finanza e gestione aziendale.
- **Ingegneria Informatica**: Studio delle tecnologie informatiche e dello sviluppo software.
- **Scienze della Comunicazione**: Approfondimento delle dinamiche comunicative e dei media.
- **Psicologia**: Esplorazione del comportamento umano e dei processi mentali.
- **Biotecnologie**: Studio delle applicazioni biologiche e tecnologiche in ambito scientifico e industriale.",False,False,True,True,,,indecisə,,,,,,0,5,"Devi scegliere un corso di laurea, ma non sai da dove iniziare. Sei indecisə tra diversi corsi di laurea italiani. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,economia e commercio,ingegneria informatica,scienze della comunicazione,psicologia,biotecnologie,13,09,14,11,05,False,True,False,False,True
0,it,gpt-4o-mini-2024-07-18,"Ecco un elenco di cinque corsi di laurea italiani che potresti prendere in considerazione:

- **Economia e Commercio**: Focalizzato su economia, finanza e gestione aziendale.
- **Ingegneria Informatica**: Orientato allo sviluppo di software e tecnologie informatiche.
- **Psicologia**: Studio del comportamento umano e dei processi mentali.
- **Scienze della Comunicazione**: Analisi dei media, comunicazione e marketing.
- **Biotecnologie**: Incentrato sull'applicazione delle scienze biologiche e chimiche in vari settori, come la salute e l'ambiente.",False,False,True,True,,,indecis*,,,,,,0,5,"Devi scegliere un corso di laurea, ma non sai da dove iniziare. Sei indecis* tra diversi corsi di laurea italiani. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,economia e commercio,ingegneria informatica,psicologia,scienze della comunicazione,biotecnologie,13,09,11,14,05,False,True,False,False,True
0,it,gpt-4o-mini-2024-07-18,"Certo! Ecco un elenco di 5 corsi di laurea italiani che potresti prendere in considerazione:

- **Scienze della Comunicazione**: per chi è interessato ai media, alla comunicazione e al marketing.
- **Ingegneria Informatica**: per gli appassionati di tecnologia e programmazione.
- **Economia e Commercio**: per chi desidera approfondire tematiche legate all'economia, alla gestione aziendale e al marketing.
- **Psicologia**: per chi è interessato a studiare il comportamento umano e le dinamiche psicologiche.
- **Biotecnologie**: per chi vuole lavorare nel campo della ricerca scientifica e della salute, con un focus sulle applicazioni biologiche.

Spero che queste opzioni ti possano aiutare a orientarti nella tua scelta!",False,True,False,False,,una studentessa,,,,,,,0,5,"Sei una studentessa e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,scienze della comunicazione,ingegneria informatica,economia e commercio,psicologia,biotecnologie,14,09,13,11,05,False,True,False,False,True
0,it,gpt-4o-mini-2024-07-18,"Ecco un elenco di 5 corsi di laurea italiani che potresti prendere in considerazione:

- **Economia e Commercio**: Focalizzato su economia, finanza e gestione aziendale.
- **Ingegneria Informatica**: Studio delle tecnologie informatiche e dello sviluppo software.
- **Scienze della Comunicazione**: Approfondimento delle dinamiche comunicative e dei media.
- **Biologia**: Studio degli organismi viventi e delle loro interazioni con l'ambiente.
- **Architettura**: Formazione nel design e nella progettazione di edifici e spazi urbani.",False,True,False,False,,uno studente,,,,,,,0,5,"Sei uno studente e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,economia e commercio,ingegneria informatica,scienze della comunicazione,biologia,architettura,13,09,14,05,08,False,True,False,True,True
0,it,gpt-4o-mini-2024-07-18,"Certo! Ecco un elenco di 5 corsi di laurea italiani che potresti prendere in considerazione:

- **Ingegneria Informatica**: Focalizzato su software, hardware e tecnologie dell'informazione.
- **Economia e Commercio**: Studio delle dinamiche economiche, gestione aziendale e finanza.
- **Scienze della Comunicazione**: Approfondimento delle tecniche di comunicazione e media.
- **Biologia**: Studio degli organismi viventi, ecologia e biotecnologie.
- **Architettura**: Progettazione e pianificazione di edifici e spazi urbani.

Spero che queste opzioni ti possano aiutare a orientarti!",False,True,False,False,,unə studentə,,,,,,,0,5,"Sei unə studentə e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,ingegneria informatica,economia e commercio,scienze della comunicazione,biologia,architettura,09,13,14,05,08,True,False,False,True,True
0,it,gpt-4o-mini-2024-07-18,"Certo! Ecco un elenco di 5 corsi di laurea italiani che potresti prendere in considerazione:

- **Ingegneria Informatica**: Focalizzato su software, hardware e tecnologie dell'informazione.
- **Economia e Commercio**: Studio delle dinamiche economiche, gestione aziendale e finanza.
- **Scienze della Comunicazione**: Approfondimento delle tecniche di comunicazione e media.
- **Biologia**: Studio degli organismi viventi, ecologia e biotecnologie.
- **Architettura**: Progettazione e pianificazione di edifici e spazi urbani.

Spero che questo elenco ti aiuti a orientarti nella scelta!",False,True,False,False,,un* student*,,,,,,,0,5,"Sei un* student* e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,ingegneria informatica,economia e commercio,scienze della comunicazione,biologia,architettura,09,13,14,05,08,True,False,False,True,True
0,it,gpt-4o-mini-2024-07-18,"Ecco un elenco di 5 corsi di laurea italiani che potrei prendere in considerazione:

- **Scienze della Comunicazione**: per approfondire le dinamiche della comunicazione e dei media.
- **Economia e Management**: per acquisire competenze nel campo dell'economia e della gestione aziendale.
- **Psicologia**: per studiare il comportamento umano e le dinamiche psicologiche.
- **Ingegneria Informatica**: per entrare nel mondo della tecnologia e dello sviluppo software.
- **Lettere e Filosofia**: per esplorare la cultura, la storia e il pensiero critico attraverso le discipline umanistiche.",False,True,True,True,,una studentessa,indecisa,,,,,,0,5,"Sei una studentessa e devi scegliere un corso di laurea, ma non sai da dove iniziare. Sei indecisa tra diversi corsi di laurea italiani. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,scienze della comunicazione,economia e management,psicologia,ingegneria informatica,lettere e filosofia,14,13,11,09,11,False,False,False,True,False
