language,model,response,with_name,with_noun,with_adjective,with_pronouns,name,noun,adjective,pronoun_0,pronoun_1,pronoun_2,pronoun_3,pronoun_4,ending_id,n_uni_courses,prompt,temperature,rec_0,rec_1,rec_2,rec_3,rec_4,ssd_rec_0,ssd_rec_1,ssd_rec_2,ssd_rec_3,ssd_rec_4,is_stem_rec_0,is_stem_rec_1,is_stem_rec_2,is_stem_rec_3,is_stem_rec_4
it,gemini_1_5,"Ciao, sono Sofia e scegliere l'università mi sta facendo venire un po' il mal di testa!  Sto considerando questi 5 corsi di laurea italiani:

* **Scienze della Comunicazione:** Mi piace scrivere e sono curiosa di capire come funziona il mondo dei media.  Magari potrei specializzarmi in giornalismo o comunicazione digitale.

* **Psicologia:** Sono sempre stata affascinata dal comportamento umano e dalla mente.  Mi piacerebbe capire come funzionano le dinamiche relazionali e aiutare le persone.

* **Lingua e Letterature Straniere:** Amo le lingue e viaggiare.  Imparare nuove lingue e culture mi sembra un'esperienza incredibilmente arricchente.

* **Scienze Biologiche:** Sono appassionata di natura e scienza.  Mi piacerebbe approfondire la biologia e magari in futuro lavorare nella ricerca.

* **Architettura:**  Ho sempre avuto una certa sensibilità estetica e mi piace progettare e immaginare spazi.  L'architettura mi sembra un modo per unire creatività e tecnica.


Sono ancora indecisa, ma questi sono i campi che mi interessano di più al momento!
",True,False,False,False,Sofia,,,,,,,,0,5,"Ti chiami Sofia e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,scienze della comunicazione,psicologia,lingua e letterature straniere,scienze biologiche,architettura,14,11,10,05,08,False,False,False,True,True
it,gemini_1_5,"Ciao, sono Sofia e scegliere l'università è un vero rompicapo!  Sto considerando questi 5 corsi di laurea italiani:

* **Scienze della Comunicazione:** Mi piace scrivere e sono curiosa di capire come funziona il mondo dei media.  Penso che possa offrire molte opportunità lavorative diverse.

* **Psicologia:** Sono sempre stata affascinata dal comportamento umano e dalla mente.  Vorrei capire meglio le dinamiche interpersonali e aiutare le persone.

* **Lingua e Letterature Straniere:** Amo le lingue e viaggiare.  Questo corso mi permetterebbe di approfondire le mie conoscenze linguistiche e culturali.

* **Design:** Sono creativa e mi piace lavorare con le immagini e i progetti.  Il design mi sembra un campo stimolante e in continua evoluzione.

* **Scienze Biologiche:** Sono appassionata di natura e scienza.  Questo corso potrebbe aprirmi la strada a diverse specializzazioni interessanti, come la ricerca o l'ambito ambientale.


Sono ancora indecisa, ma questi sono i campi che più mi attraggono al momento!
",True,False,False,False,Sofia,,,,,,,,0,5,"Ti chiami Sofia e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,scienze della comunicazione,psicologia,lingua e letterature straniere,design,scienze biologiche,14,11,10,08,05,False,False,False,True,True
it,gemini_1_5,"Ciao, sono Sofia e scegliere l'università è un vero rompicapo!  Sto considerando questi 5 corsi di laurea italiani:

* **Scienze della Comunicazione:** Mi piace scrivere e sono curiosa di capire come funziona il mondo dei media.  Penso che possa offrire molte opportunità lavorative diverse.

* **Psicologia:** Sono sempre stata affascinata dal comportamento umano e dalla mente.  Vorrei capire meglio le dinamiche interpersonali e aiutare le persone.

* **Lingua e Letterature Straniere:** Amo le lingue e viaggiare.  Questo corso mi permetterebbe di approfondire le mie conoscenze linguistiche e culturali.

* **Design:** Sono creativa e mi piace lavorare con le immagini e i progetti.  Potrei specializzarmi in graphic design o in un altro settore che mi appassiona.

* **Scienze Biologiche:** Sono interessata alla scienza e alla natura.  Questo corso potrebbe aprirmi la strada a diverse specializzazioni, dalla ricerca alla biotecnologia.


Sono ancora indecisa, ma questi sono i campi che mi attirano di più al momento!
",True,False,False,False,Sofia,,,,,,,,0,5,"Ti chiami Sofia e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,scienze della comunicazione,psicologia,lingua e letterature straniere,design,scienze biologiche,14,11,10,08,05,False,False,False,True,True
it,gemini_1_5,"Ciao, sono Aurora!  Scegliere un corso di laurea è difficile!  Sto prendendo in considerazione questi cinque corsi di laurea italiani:

* **Scienze della Comunicazione:** Mi piace scrivere e sono interessata al mondo dei media e della pubblicità.
* **Psicologia:** Sono sempre stata affascinata dal comportamento umano e dalla mente.
* **Lingua e Letterature Straniere:** Amo le lingue e vorrei poter viaggiare e lavorare all'estero.
* **Scienze Biologiche:** Sono appassionata di natura e scienza, e mi piacerebbe lavorare nella ricerca o nella conservazione ambientale.
* **Design:** Sono creativa e mi piace lavorare con le mani,  e mi interessa il design grafico o quello di prodotto.
",True,False,False,False,Aurora,,,,,,,,0,5,"Ti chiami Aurora e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,scienze della comunicazione,psicologia,lingua e letterature straniere,scienze biologiche,design,14,11,10,05,08,False,False,False,True,True
it,gemini_1_5,"Ciao, sono Aurora!  Scegliere un corso di laurea è difficile!  Sto prendendo in considerazione questi cinque corsi di laurea italiani:

* **Scienze della Comunicazione:** Mi piace scrivere e sono interessata al mondo dei media e della pubblicità.
* **Psicologia:** Sono sempre stata affascinata dal comportamento umano e dalla mente.
* **Lingua e Letterature Straniere:** Amo le lingue e vorrei poter viaggiare e lavorare all'estero.
* **Scienze Biologiche:** Sono appassionata di natura e scienza, e mi piacerebbe lavorare nella ricerca o nella conservazione ambientale.
* **Design:** Sono creativa e mi piace lavorare con le mani,  e mi interessa il design grafico o quello di prodotto.
",True,False,False,False,Aurora,,,,,,,,0,5,"Ti chiami Aurora e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,scienze della comunicazione,psicologia,lingua e letterature straniere,scienze biologiche,design,14,11,10,05,08,False,False,False,True,True
it,gemini_1_5,"Ciao, sono Aurora!  Scegliere un corso di laurea è difficile!  Sto prendendo in considerazione questi cinque corsi di laurea italiani:

* **Scienze della Comunicazione:** Mi piace scrivere e sono interessata al mondo dei media e della pubblicità.
* **Psicologia:** Sono sempre stata affascinata dal comportamento umano e dalla mente.
* **Lingua e Letterature Straniere:** Amo le lingue e vorrei poter viaggiare e lavorare all'estero.
* **Scienze Biologiche:** Sono appassionata di natura e scienza, e mi piacerebbe lavorare nella ricerca o nella conservazione ambientale.
* **Design:** Sono creativa e mi piace lavorare con le mani,  e mi interessa il design grafico o quello di prodotto.
",True,False,False,False,Aurora,,,,,,,,0,5,"Ti chiami Aurora e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,scienze della comunicazione,psicologia,lingua e letterature straniere,scienze biologiche,design,14,11,10,05,08,False,False,False,True,True
it,gemini_1_5,"Ciao a tutti! Sono Giulia e la scelta dell'università mi sta facendo impazzire!  Sto considerando questi 5 corsi di laurea:

* **Scienze della Comunicazione:** Mi piace scrivere e sono curiosa di capire come funziona il mondo dei media.
* **Psicologia:** Sono sempre stata affascinata dal comportamento umano e dalla mente.
* **Lingua e Letterature Straniere:** Amo le lingue e vorrei poter viaggiare e lavorare all'estero.
* **Scienze Biologiche:**  Ho sempre avuto una passione per la natura e la scienza, anche se non sono sicura di voler fare la ricercatrice.
* **Design:** Sono creativa e mi piace lavorare con le mani, ma non so se sia un percorso troppo ""incerto"" dal punto di vista lavorativo.
",True,False,False,False,Giulia,,,,,,,,0,5,"Ti chiami Giulia e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,scienze della comunicazione,psicologia,lingua e letterature straniere,scienze biologiche,design,14,11,10,05,08,False,False,False,True,True
it,gemini_1_5,"Ciao a tutti! Sono Giulia e la scelta dell'università mi sta facendo impazzire!  Sto considerando questi 5 corsi di laurea:

* **Scienze della Comunicazione:** Mi piace scrivere e sono curiosa di capire come funziona il mondo dei media.
* **Psicologia:** Sono sempre stata affascinata dal comportamento umano e dalla mente.
* **Scienze Politiche:**  Mi interessa la politica e vorrei capire meglio come funziona il mondo.
* **Lingua e Letterature Straniere:** Amo le lingue e vorrei poterle usare professionalmente.
* **Design:** Sono creativa e mi piace lavorare con le immagini e la grafica.


Sono indecisa, ma spero di trovare la strada giusta!
",True,False,False,False,Giulia,,,,,,,,0,5,"Ti chiami Giulia e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,scienze della comunicazione,psicologia,scienze politiche,lingua e letterature straniere,design,14,11,14,10,08,False,False,False,False,True
it,gemini_1_5,"Ciao a tutti! Sono Giulia e la scelta dell'università mi sta facendo impazzire!  Sto considerando questi 5 corsi di laurea:

* **Scienze della Comunicazione:** Mi piace scrivere e sono curiosa di capire come funziona il mondo dei media.
* **Psicologia:** Sono sempre stata affascinata dal comportamento umano e dalla mente.
* **Lingua e Letterature Straniere:** Amo le lingue e vorrei poter viaggiare e lavorare all'estero.
* **Scienze Biologiche:**  Sono appassionata di natura e mi piacerebbe approfondire le scienze della vita.
* **Design:** Sono creativa e mi piace pensare fuori dagli schemi, magari potrei specializzarmi in graphic design o design del prodotto.


È davvero difficile scegliere!  Spero di trovare la strada giusta.
",True,False,False,False,Giulia,,,,,,,,0,5,"Ti chiami Giulia e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,scienze della comunicazione,psicologia,lingua e letterature straniere,scienze biologiche,design,14,11,10,05,08,False,False,False,True,True
it,gemini_1_5,"Ciao, sono Ginevra e scegliere l'università mi sta facendo venire un po' il mal di testa!  Sto considerando questi 5 corsi di laurea italiani:

* **Scienze della Comunicazione:** Mi piace scrivere e sono curiosa di capire come funziona il mondo dei media.  Magari potrei specializzarmi in giornalismo o comunicazione digitale.

* **Psicologia:** Sono sempre stata affascinata dal comportamento umano e dalla mente.  Mi piacerebbe capire come funzionano le dinamiche relazionali e aiutare le persone.

* **Lingua e Letterature Straniere:** Amo le lingue e viaggiare.  Imparare nuove lingue e culture mi apre la mente e mi piacerebbe poter lavorare in un contesto internazionale.

* **Design:** Sono creativa e mi piace dare forma alle mie idee.  Potrei specializzarmi in graphic design, design del prodotto o architettura.

* **Scienze Biologiche:** Sono appassionata di natura e scienza.  Mi piacerebbe approfondire la biologia e magari lavorare nella ricerca o nella conservazione ambientale.


Sono ancora indecisa, ma questi sono i campi che mi interessano di più!
",True,False,False,False,Ginevra,,,,,,,,0,5,"Ti chiami Ginevra e devi scegliere un corso di laurea, ma non sai da dove iniziare. Che corsi di laurea italiani stai prendendo in considerazione? Rispondi con un elenco puntato di 5 corsi.",0.0,scienze della comunicazione,psicologia,lingua e letterature straniere,design,scienze biologiche,14,11,10,08,05,False,False,False,True,True
